stage_ID,year,stage_number,Distance,Origin,Destination,Type
196317,1963,17,228.0,Val d'Isère,Chamonix,Mountain stage
196318,1963,18,225.0,Chamonix,Lons-le-Saunier,Mountain stage
196319,1963,19,54.0,Arbois,Besançon,Individual time trial
196320,1963,20,234.0,Besançon,Troyes,Flat stage
196321,1963,21,185.0,Troyes,Paris,Flat stage
19621,1962,1,253.0,Nancy,Spa,Flat stage
19623,1962,3,210.0,Brussels,Amiens,Flat stage
19624,1962,4,196.5,Amiens,Le Havre,Flat stage
19625,1962,5,215.0,Pont l'Evêque,Saint-Malo,Flat stage
19626,1962,6,235.5,Dinard,Brest,Flat stage
19627,1962,7,201.0,Quimper,Saint-Nazaire,Flat stage
19629,1962,9,214.0,La Rochelle,Bordeaux,Flat stage
196210,1962,10,184.5,Bordeaux,Bayonne,Flat stage
196211,1962,11,155.5,Bayonne,Pau,Flat stage
196212,1962,12,207.5,Pau,Saint-Gaudens,Mountain stage
196213,1962,13,18.5,Luchon,Superbagnères,Mountain stage
196214,1962,14,215.0,Luchon,Carcassonne,Mountain stage
196215,1962,15,196.5,Carcassonne,Montpellier,Flat stage
196216,1962,16,185.0,Montpellier,Aix-en-Provence,Flat stage
196217,1962,17,201.0,Aix-en-Provence,Antibes,Flat stage
196218,1962,18,241.5,Antibes,Briançon,Mountain stage
196219,1962,19,204.5,Briançon,Aix-les-Bains,Mountain stage
196220,1962,20,68.0,Bourgoin,Lyon,Individual time trial
196221,1962,21,232.0,Lyon,Nevers,Flat stage
196222,1962,22,271.0,Nevers,Paris,Flat stage
19612,1961,2,230.5,Pontoise,Roubaix,Flat stage
19613,1961,3,197.5,Roubaix,Charleroi,Flat stage
19614,1961,4,237.5,Charleroi,Metz,Flat stage
19615,1961,5,221.0,Metz,Strasbourg,Mountain stage
19616,1961,6,180.5,Strasbourg,Belfort,Mountain stage
19617,1961,7,214.5,Belfort,Chalon-sur-Saône,Flat stage
19618,1961,8,240.5,Chalon-sur-Saône,Saint-Étienne,Mountain stage
19619,1961,9,230.0,Saint-Étienne,Grenoble,Mountain stage
196110,1961,10,250.5,Grenoble,Turin,Mountain stage
196111,1961,11,225.0,Turin,Antibes,Mountain stage
196112,1961,12,199.0,Antibes,Aix-en-Provence,Mountain stage
196113,1961,13,177.5,Aix-en-Provence,Montpellier,Flat stage
196114,1961,14,174.0,Montpellier,Perpignan,Flat stage
196115,1961,15,206.0,Perpignan,Toulouse,Flat stage
196116,1961,16,208.0,Toulouse,Superbagnères,Mountain stage
196117,1961,17,197.0,Luchon,Pau,Mountain stage
196118,1961,18,207.0,Pau,Bordeaux,Flat stage
196119,1961,19,74.5,Bergerac,Périgueux,Individual time trial
196120,1961,20,309.5,Périgueux,Tours,Flat stage
196121,1961,21,252.5,Tours,Paris,Flat stage
19602,1960,2,206.0,Brussels,Dunkirk,Flat stage
19603,1960,3,209.0,Dunkirk,Dieppe,Flat stage
19604,1960,4,211.0,Dieppe,Caen,Flat stage
19605,1960,5,189.0,Caen,Saint-Malo,Flat stage
19606,1960,6,191.0,Saint-Malo,Lorient,Flat stage
19607,1960,7,244.0,Lorient,Angers,Flat stage
19608,1960,8,240.0,Angers,Limoges,Flat stage
19609,1960,9,225.0,Limoges,Bordeaux,Flat stage
196010,1960,10,228.0,Mont-de-Marsan,Pau,Mountain stage
196011,1960,11,161.0,Pau,Luchon,Mountain stage
196012,1960,12,176.0,Luchon,Toulouse,Mountain stage
196013,1960,13,224.0,Toulouse,Millau,Flat stage
196014,1960,14,217.0,Millau,Avignon,Mountain stage
196015,1960,15,187.0,Avignon,Gap,Mountain stage
196016,1960,16,172.0,Gap,Briançon,Mountain stage
196017,1960,17,229.0,Briançon,Aix-les-Bains,Mountain stage
196018,1960,18,215.0,Aix-les-Bains,Thonon-les-Bains,Mountain stage
196019,1960,19,83.0,Pontarlier,Besançon,Individual time trial
196020,1960,20,229.0,Besançon,Troyes,Flat stage
196021,1960,21,200.0,Troyes,Paris,Flat stage
19591,1959,1,238.0,Mulhouse,Metz,Flat stage
19592,1959,2,234.0,Metz,Namur,Flat stage
19593,1959,3,217.0,Namur,Roubaix,Flat stage
19594,1959,4,230.0,Roubaix,Rouen,Flat stage
19595,1959,5,286.0,Rouen,Rennes,Flat stage
19596,1959,6,45.0,Blain,Nantes,Individual time trial
19597,1959,7,190.0,Nantes,La Rochelle,Flat stage
19598,1959,8,201.0,La Rochelle,Bordeaux,Flat stage
19599,1959,9,207.0,Bordeaux,Bayonne,Flat stage
195910,1959,10,235.0,Bayonne,Bagnères-de-Bigorre,Mountain stage
195911,1959,11,119.0,Bagnères-de-Bigorre,Saint-Gaudens,Mountain stage
195912,1959,12,184.0,Saint-Gaudens,Albi,Flat stage
195913,1959,13,219.0,Albi,Aurillac,Mountain stage
195914,1959,14,231.0,Aurillac,Clermont-Ferrand,Mountain stage
195915,1959,15,12.0,Puy de Dôme,Puy de Dôme,Mountain stage
195916,1959,16,210.0,Clermont-Ferrand,Saint-Étienne,Flat stage
195917,1959,17,197.0,Saint-Étienne,Grenoble,Mountain stage
195918,1959,18,243.0,Grenoble,Saint-Vincent,Mountain stage
195919,1959,19,251.0,Saint-Vincent,Annecy,Mountain stage
195920,1959,20,202.0,Annecy,Chalon-sur-Saône,Flat stage
195921,1959,21,69.0,Seurre,Dijon,Individual time trial
195922,1959,22,331.0,Dijon,Paris,Flat stage
19581,1958,1,184.0,Brussels,Ghent,Flat stage
19582,1958,2,198.0,Ghent,Dunkirk,Flat stage
19583,1958,3,177.0,Dunkirk,Mers-les-Bains,Flat stage
19584,1958,4,205.0,Le Tréport,Versailles,Flat stage
19585,1958,5,232.0,Versailles,Caen,Flat stage
19586,1958,6,223.0,Caen,Saint-Brieuc,Flat stage
19587,1958,7,170.0,Saint-Brieuc,Brest,Flat stage
19588,1958,8,46.0,Châteaulin,Châteaulin,Individual time trial
19589,1958,9,206.0,Quimper,Saint-Nazaire,Flat stage
195810,1958,10,255.0,Saint-Nazaire,Royan,Flat stage
195811,1958,11,137.0,Royan,Bordeaux,Flat stage
195812,1958,12,161.0,Bordeaux,Dax,Flat stage
195813,1958,13,230.0,Dax,Pau,Mountain stage
195814,1958,14,129.0,Pau,Luchon,Mountain stage
195815,1958,15,176.0,Luchon,Toulouse,Mountain stage
195816,1958,16,187.0,Toulouse,Béziers,Flat stage
195817,1958,17,189.0,Béziers,Nîmes,Flat stage
195818,1958,18,21.0,Bédoin,Mont-Ventoux,Mountain stage
195819,1958,19,178.0,Carpentras,Gap,Mountain stage
195820,1958,20,165.0,Gap,Briançon,Mountain stage
195821,1958,21,219.0,Briançon,Aix-les-Bains,Mountain stage
195822,1958,22,237.0,Aix-les-Bains,Besançon,Mountain stage
19571,1957,1,204.0,Nantes,Granville,Flat stage
19572,1957,2,226.0,Granville,Caen,Flat stage
19574,1957,4,232.0,Rouen,Roubaix,Flat stage
19575,1957,5,170.0,Roubaix,Charleroi,Flat stage
19576,1957,6,248.0,Charleroi,Metz,Flat stage
19577,1957,7,223.0,Metz,Colmar,Mountain stage
19578,1957,8,192.0,Colmar,Besançon,Flat stage
19579,1957,9,188.0,Besançon,Thonon-les-Bains,Flat stage
195710,1957,10,247.0,Thonon-les-Bains,Briançon,Mountain stage
195711,1957,11,286.0,Briançon,Cannes,Mountain stage
195712,1957,12,239.0,Cannes,Marseille,Mountain stage
195713,1957,13,160.0,Marseille,Alès,Flat stage
195714,1957,14,246.0,Alès,Perpignan,Flat stage
195716,1957,16,220.0,Barcelona ,Ax-les-Thermes,Mountain stage
195717,1957,17,236.0,Ax-les-Thermes,Saint-Gaudens,Mountain stage
195718,1957,18,207.0,Saint-Gaudens,Pau,Mountain stage
195719,1957,19,194.0,Pau,Bordeaux,Flat stage
195720,1957,20,66.0,Bordeaux,Libourne,Individual time trial
195721,1957,21,317.0,Libourne,Tours,Flat stage
195722,1957,22,227.0,Tours,Paris,Flat stage
19561,1956,1,223.0,Reims,Liège,Flat stage
19562,1956,2,217.0,Liège,Lille,Flat stage
19563,1956,3,225.0,Lille,Rouen,Flat stage
19565,1956,5,189.0,Caen,Saint-Malo,Flat stage
19566,1956,6,192.0,Saint-Malo,Lorient,Flat stage
19567,1956,7,244.0,Lorient,Angers,Flat stage
19568,1956,8,180.0,Angers,La Rochelle,Flat stage
19569,1956,9,219.0,La Rochelle,Bordeaux,Flat stage
195610,1956,10,201.0,Bordeaux,Bayonne,Flat stage
195611,1956,11,255.0,Bayonne,Pau,Mountain stage
195612,1956,12,130.0,Pau,Luchon,Mountain stage
195613,1956,13,176.0,Luchon,Toulouse,Mountain stage
195614,1956,14,231.0,Toulouse,Montpellier,Flat stage
195615,1956,15,204.0,Montpellier,Aix-en-Provence,Flat stage
195616,1956,16,203.0,Aix-en-Provence,Gap,Mountain stage
195617,1956,17,234.0,Gap,Turin,Mountain stage
195618,1956,18,250.0,Turin,Grenoble,Mountain stage
195619,1956,19,173.0,Grenoble,Saint-Étienne,Mountain stage
195620,1956,20,73.0,Saint-Étienne,Lyon,Individual time trial
195621,1956,21,237.0,Lyon,Montluçon,Mountain stage
195622,1956,22,331.0,Montluçon,Paris,Flat stage
19552,1955,2,204.0,Dieppe,Roubaix,Flat stage
19553,1955,3,210.0,Roubaix,Namur,Flat stage
19554,1955,4,225.0,Namur,Metz,Flat stage
19555,1955,5,229.0,Metz,Colmar,Flat stage
19556,1955,6,195.0,Colmar,Zürich,Flat stage
19557,1955,7,267.0,Zürich,Thonon-les-Bains,Flat stage
19558,1955,8,253.0,Thonon-les-Bains,Briançon,Mountain stage
19559,1955,9,275.0,Briançon,Monaco,Mountain stage
195510,1955,10,240.0,Monaco,Marseille,Flat stage
195511,1955,11,198.0,Marseille,Avignon,Mountain stage
195512,1955,12,240.0,Avignon,Millau,Mountain stage
195513,1955,13,205.0,Millau,Albi,Flat stage
195514,1955,14,156.0,Albi,Narbonne,Mountain stage
195515,1955,15,151.0,Narbonne,Ax-les-Thermes,Flat stage
195516,1955,16,123.0,Ax-les-Thermes,Toulouse,Flat stage
195517,1955,17,250.0,Toulouse,Saint-Gaudens,Mountain stage
195518,1955,18,205.0,Saint-Gaudens,Pau,Mountain stage
195519,1955,19,195.0,Pau,Bordeaux,Flat stage
195520,1955,20,243.0,Bordeaux,Poitiers,Flat stage
195521,1955,21,68.6,Châtellerault,Tours,Individual time trial
195522,1955,22,229.0,Tours,Paris,Flat stage
19541,1954,1,216.0,Amsterdam,Brasschaat,Flat stage
19542,1954,2,255.0,Beveren,Lille,Flat stage
19543,1954,3,219.0,Lille,Rouen,Flat stage
19545,1954,5,224.0,Caen,Saint-Brieuc,Flat stage
19546,1954,6,179.0,Saint-Brieuc,Brest,Flat stage
19547,1954,7,211.0,Brest,Vannes,Flat stage
19548,1954,8,190.0,Vannes,Angers,Flat stage
19549,1954,9,343.0,Angers,Bordeaux,Flat stage
195410,1954,10,202.0,Bordeaux,Bayonne,Flat stage
195411,1954,11,241.0,Bayonne,Pau,Mountain stage
195412,1954,12,161.0,Pau,Luchon,Mountain stage
195413,1954,13,203.0,Luchon,Toulouse,Flat stage
195414,1954,14,225.0,Toulouse,Millau,Mountain stage
195415,1954,15,197.0,Millau,Le Puy,Mountain stage
195416,1954,16,194.0,Le Puy,Lyon,Mountain stage
195417,1954,17,182.0,Lyon,Grenoble,Mountain stage
195418,1954,18,216.0,Grenoble,Briançon,Mountain stage
195419,1954,19,221.0,Briançon,Aix-les-Bains,Mountain stage
195420,1954,20,243.0,Aix les Bains,Besançon,Mountain stage
195422,1954,22,216.0,Nancy,Troyes,Flat stage
19531,1953,1,195.0,Strasbourg,Metz,Flat stage
19532,1953,2,227.0,Metz,Liège,Flat stage
19533,1953,3,221.0,Liège,Lille,Flat stage
19534,1953,4,188.0,Lille,Dieppe,Flat stage
19535,1953,5,200.0,Dieppe,Caen,Flat stage
19536,1953,6,206.0,Caen,Le Mans,Flat stage
19537,1953,7,181.0,Le Mans,Nantes,Flat stage
19538,1953,8,345.0,Nantes,Bordeaux,Flat stage
19539,1953,9,197.0,Bordeaux,Pau,Flat stage
195310,1953,10,103.0,Pau,Cauterets,Mountain stage
195311,1953,11,115.0,Cauterets,Luchon,Mountain stage
195312,1953,12,228.0,Luchon,Albi,Flat stage
195313,1953,13,189.0,Albi,Béziers,Mountain stage
195314,1953,14,214.0,Béziers,Nîmes,Mountain stage
195315,1953,15,173.0,Nîmes,Marseille,Flat stage
195316,1953,16,236.0,Marseille,Monaco,Mountain stage
195317,1953,17,261.0,Monaco,Gap,Mountain stage
195318,1953,18,165.0,Gap,Briançon,Mountain stage
195319,1953,19,227.0,Briançon,Lyon,Mountain stage
195320,1953,20,70.0,Lyon,St. Etienne,Individual time trial
195321,1953,21,210.0,St. Etienne,Montluçon,Flat stage
195322,1953,22,328.0,Montluçon,Paris,Flat stage
19521,1952,1,246.0,Brest,Rennes,Flat stage
19522,1952,2,181.0,Rennes,Le Mans,Flat stage
19523,1952,3,189.0,Le Mans,Rouen,Flat stage
19524,1952,4,232.0,Rouen,Roubaix,Flat stage
19525,1952,5,197.0,Roubaix,Namur,Flat stage
19526,1952,6,228.0,Namur,Metz,Flat stage
19527,1952,7,60.0,Metz,Nancy,Individual time trial
19528,1952,8,252.0,Nancy,Mulhouse,Mountain stage
19529,1952,9,238.0,Mulhouse,Lausanne,Mountain stage
195210,1952,10,266.0,Lausanne,Alpe d'Huez,Mountain stage
195211,1952,11,182.0,Le Bourg-d'Oisans,Sestriere,Mountain stage
195212,1952,12,251.0,Sestriere,Monaco,Mountain stage
195213,1952,13,214.0,Monaco,Aix-en-Provence,Flat stage
195214,1952,14,178.0,Aix-en-Provence,Avignon,Mountain stage
195215,1952,15,275.0,Avignon,Perpignan,Flat stage
195216,1952,16,200.0,Perpignan,Toulouse,Flat stage
195217,1952,17,204.0,Toulouse,Bagnères-de-Bigorre,Mountain stage
195218,1952,18,149.0,Bagnères-de-Bigorre,Pau,Mountain stage
195219,1952,19,195.0,Pau,Bordeaux,Flat stage
195220,1952,20,228.0,Bordeaux,Limoges,Flat stage
195221,1952,21,245.0,Limoges,Puy de Dôme,Mountain stage
195222,1952,22,63.0,Clermont-Ferrand,Vichy,Individual time trial
19511,1951,1,185.0,Metz,Reims,Flat stage
19512,1951,2,228.0,Reims,Ghent,Flat stage
19513,1951,3,219.0,Ghent,Le Tréport,Flat stage
19514,1951,4,188.0,Le Tréport,Paris,Flat stage
19515,1951,5,215.0,Paris,Caen,Flat stage
19516,1951,6,182.0,Caen,Rennes,Flat stage
19517,1951,7,85.0,La Guerche-de-Bretagne,Angers,Individual time trial
19518,1951,8,241.0,Angers,Limoges,Flat stage
19519,1951,9,236.0,Limoges,Clermont-Ferrand,Mountain stage
195110,1951,10,216.0,Clermont-Ferrand,Brive,Mountain stage
195111,1951,11,177.0,Brive,Agen,Flat stage
195112,1951,12,185.0,Agen,Dax,Flat stage
195113,1951,13,201.0,Dax,Tarbes,Mountain stage
195114,1951,14,142.0,Tarbes,Luchon,Mountain stage
195115,1951,15,213.0,Luchon,Carcassonne,Mountain stage
195116,1951,16,192.0,Carcassonne,Montpellier,Flat stage
195117,1951,17,224.0,Montpellier,Avignon,Mountain stage
195118,1951,18,173.0,Avignon,Marseille,Flat stage
195119,1951,19,208.0,Marseille,Gap,Mountain stage
195120,1951,20,165.0,Gap,Briançon,Mountain stage
195121,1951,21,201.0,Briançon,Aix-les-Bains,Mountain stage
195122,1951,22,97.0,Aix-les-Bains,Geneva,Individual time trial
19501,1950,1,307.0,Paris,Metz,Flat stage
19502,1950,2,241.0,Metz,Liège,Flat stage
19503,1950,3,232.5,Liège,Lille,Flat stage
19504,1950,4,231.0,Lille,Rouen,Flat stage
19505,1950,5,316.0,Rouen,Dinard,Flat stage
19506,1950,6,78.0,Dinard,St. Brieuc,Individual time trial
19507,1950,7,248.0,St. Brieuc,Angers,Flat stage
19508,1950,8,181.0,Angers,Niort,Flat stage
19509,1950,9,206.0,Niort,Bordeaux,Flat stage
195010,1950,10,202.0,Bordeaux,Pau,Flat stage
195011,1950,11,230.0,Pau,St. Gaudens,Mountain stage
195012,1950,12,233.0,Saint-Gaudens,Perpignan,Flat stage
195013,1950,13,215.0,Perpignan,Nîmes,Flat stage
195014,1950,14,222.0,Nîmes,Toulon,Flat stage
195015,1950,15,205.5,Toulon,Menton,Mountain stage
195016,1950,16,96.0,Menton,Nice,Mountain stage
195017,1950,17,229.0,Nice,Gap,Mountain stage
195018,1950,18,165.0,Gap,Briançon,Mountain stage
195019,1950,19,291.0,Briançon,Saint-Étienne,Mountain stage
195020,1950,20,98.0,Saint-Étienne,Lyon,Mountain stage
195021,1950,21,233.0,Lyon,Dijon,Flat stage
195022,1950,22,314.0,Dijon,Paris,Flat stage
19491,1949,1,182.0,Paris,Reims,Flat stage
19492,1949,2,273.0,Reims,Brussels,Flat stage
19493,1949,3,211.0,Brussels,Boulogne-sur-Mer,Flat stage
19494,1949,4,185.0,Boulogne-sur-Mer,Rouen,Flat stage
19495,1949,5,293.0,Rouen,Saint-Malo,Flat stage
19496,1949,6,305.0,Saint-Malo,Les Sables-d'Olonne,Flat stage
19497,1949,7,92.0,Les Sables-d'Olonne,La Rochelle,Individual time trial
19498,1949,8,262.0,La Rochelle,Bordeaux,Flat stage
19499,1949,9,228.0,Bordeaux,San Sebastián,Flat stage
194910,1949,10,192.0,San Sebastián,Pau,Flat stage
194911,1949,11,193.0,Pau,Luchon,Mountain stage
194912,1949,12,134.0,Luchon,Toulouse,Flat stage
194913,1949,13,289.0,Toulouse,Nîmes,Flat stage
194914,1949,14,199.0,Nîmes,Marseille,Flat stage
194915,1949,15,215.0,Marseille,Cannes,Flat stage
194916,1949,16,275.0,Cannes,Briançon,Mountain stage
194917,1949,17,257.0,Briançon,Aosta,Mountain stage
194918,1949,18,265.0,Aosta,Lausanne,Mountain stage
194919,1949,19,283.0,Lausanne,Colmar,Mountain stage
194920,1949,20,137.0,Colmar,Nancy,Mountain stage
194921,1949,21,340.0,Nancy,Paris,Flat stage
19481,1948,1,237.0,Paris,Trouville,Flat stage
19482,1948,2,259.0,Trouville,Dinard,Flat stage
19483,1948,3,251.0,Dinard,Nantes,Flat stage
19484,1948,4,166.0,Nantes,La Rochelle,Flat stage
19485,1948,5,262.0,La Rochelle,Bordeaux,Flat stage
19486,1948,6,244.0,Bordeaux,Biarritz,Flat stage
19487,1948,7,219.0,Biarritz,Lourdes,Mountain stage
19488,1948,8,261.0,Lourdes,Toulouse,Mountain stage
19489,1948,9,246.0,Toulouse,Montpellier,Flat stage
194810,1948,10,248.0,Montpellier,Marseille,Flat stage
194811,1948,11,245.0,Marseille,Sanremo,Flat stage
194812,1948,12,170.0,Sanremo,Cannes,Mountain stage
194813,1948,13,274.0,Cannes,Briançon,Mountain stage
194814,1948,14,263.0,Briançon,Aix-les-Bains,Mountain stage
194815,1948,15,256.0,Aix-les-Bains,Lausanne,Mountain stage
194816,1948,16,243.0,Lausanne,Mulhouse,Mountain stage
194817,1948,17,120.0,Mulhouse,Strasbourg,Individual time trial
194818,1948,18,195.0,Strasbourg,Metz,Flat stage
194819,1948,19,249.0,Metz,Liège,Flat stage
194820,1948,20,228.0,Liège,Roubaix,Flat stage
194821,1948,21,286.0,Roubaix,Paris,Flat stage
19471,1947,1,236.0,Paris,Lille,Flat stage
19472,1947,2,182.0,Lille,Brussels,Flat stage
19473,1947,3,314.0,Brussels,Luxembourg City,Flat stage
19474,1947,4,223.0,Luxembourg City,Strasbourg,Flat stage
19475,1947,5,248.0,Strasbourg,Besançon,Flat stage
19476,1947,6,249.0,Besançon,Lyon,Flat stage
19477,1947,7,172.0,Lyon,Grenoble,Mountain stage
19478,1947,8,185.0,Grenoble,Briançon,Mountain stage
19479,1947,9,217.0,Briançon,Digne,Mountain stage
194710,1947,10,255.0,Digne,Nice,Mountain stage
194711,1947,11,230.0,Nice,Marseille,Flat stage
194712,1947,12,165.0,Marseille,Montpellier,Flat stage
194713,1947,13,172.0,Montpellier,Carcassonne,Flat stage
194714,1947,14,253.0,Carcassonne,Luchon,Mountain stage
194715,1947,15,195.0,Luchon,Pau,Mountain stage
194716,1947,16,195.0,Pau,Bordeaux,Flat stage
194717,1947,17,272.0,Bordeaux,Les Sables-d'Olonne,Flat stage
194718,1947,18,236.0,Les Sables-d'Olonne,Vannes,Flat stage
194719,1947,19,139.0,Vannes,Saint-Brieuc,Individual time trial
194720,1947,20,235.0,Saint-Brieuc,Caen,Flat stage
194721,1947,21,257.0,Caen,Paris,Flat stage
19391,1939,1,215.0,Paris,Caen,Flat stage
19393,1939,3,244.0,Rennes,Brest,Flat stage
19394,1939,4,174.0,Brest,Lorient,Flat stage
19395,1939,5,207.0,Lorient,Nantes,Flat stage
19397,1939,7,198.0,Royan,Bordeaux,Flat stage
19399,1939,9,311.0,Pau,Toulouse,Mountain stage
193911,1939,11,212.0,Montpellier,Marseille,Flat stage
193913,1939,13,101.0,Monaco,Monaco,Mountain stage
193914,1939,14,175.0,Monaco,Digne,Flat stage
193915,1939,15,219.0,Digne,Briançon,Mountain stage
19381,1938,1,215.0,Paris,Caen,Flat stage
19382,1938,2,237.0,Caen,Saint-Brieuc,Flat stage
19383,1938,3,238.0,Saint-Brieuc,Nantes,Flat stage
19385,1938,5,198.0,Royan,Bordeaux,Flat stage
19387,1938,7,115.0,Bayonne,Pau,Flat stage
19388,1938,8,193.0,Pau,Luchon,Mountain stage
19389,1938,9,260.0,Luchon,Perpignan,Mountain stage
193811,1938,11,223.0,Montpellier,Marseille,Flat stage
193812,1938,12,199.0,Marseille,Cannes,Flat stage
193813,1938,13,284.0,Cannes,Digne,Mountain stage
193814,1938,14,219.0,Digne,Briançon,Mountain stage
193815,1938,15,311.0,Briançon,Aix-les-Bains,Mountain stage
193816,1938,16,284.0,Aix-les-Bains,Besançon,Mountain stage
193818,1938,18,186.0,Strasbourg,Metz,Flat stage
193819,1938,19,196.0,Metz,Reims,Flat stage
193821,1938,21,279.0,Lille,Paris,Flat stage
19371,1937,1,263.0,Paris,Lille,Flat stage
19372,1937,2,192.0,Lille,Charleville,Flat stage
19373,1937,3,161.0,Charleville,Metz,Flat stage
19374,1937,4,220.0,Metz,Belfort,Mountain stage
19376,1937,6,180.0,Geneva,Aix-les-Bains,Mountain stage
19377,1937,7,228.0,Aix-les-Bains,Grenoble,Mountain stage
19378,1937,8,194.0,Grenoble,Briançon,Mountain stage
19379,1937,9,220.0,Briançon,Digne,Mountain stage
193710,1937,10,251.0,Digne,Nice,Mountain stage
193715,1937,15,194.0,Luchon,Pau,Mountain stage
193716,1937,16,235.0,Pau,Bordeaux,Flat stage
193720,1937,20,234.0,Caen,Paris,Flat stage
19361,1936,1,258.0,Paris,Lille,Flat stage
19362,1936,2,192.0,Lille,Charleville,Flat stage
19363,1936,3,161.0,Charleville,Metz,Flat stage
19364,1936,4,220.0,Metz,Belfort,Mountain stage
19365,1936,5,298.0,Belfort,Évian-les-Bains,Flat stage
19366,1936,6,212.0,Évian-les-Bains,Aix-les-Bains,Mountain stage
19367,1936,7,230.0,Aix-les-Bains,Grenoble,Mountain stage
19368,1936,8,194.0,Grenoble,Briançon,Mountain stage
19369,1936,9,220.0,Briançon,Digne,Mountain stage
193610,1936,10,156.0,Digne,Nice,Flat stage
193611,1936,11,126.0,Nice,Cannes,Mountain stage
193612,1936,12,195.0,Cannes,Marseille,Flat stage
193615,1936,15,325.0,Perpignan,Luchon,Mountain stage
193616,1936,16,194.0,Luchon,Pau,Mountain stage
193617,1936,17,229.0,Pau,Bordeaux,Flat stage
193621,1936,21,234.0,Caen,Paris,Flat stage
19351,1935,1,262.0,Paris,Lille,Flat stage
19352,1935,2,192.0,Lille,Charleville,Flat stage
19353,1935,3,161.0,Charleville,Metz,Flat stage
19354,1935,4,220.0,Metz,Belfort,Mountain stage
19356,1935,6,207.0,Evian,Aix-les-Bains,Mountain stage
19357,1935,7,229.0,Aix-les-Bains,Grenoble,Mountain stage
19358,1935,8,102.0,Grenoble,Gap,Mountain stage
19359,1935,9,227.0,Gap,Digne,Mountain stage
193510,1935,10,156.0,Digne,Nice,Flat stage
193511,1935,11,126.0,Nice,Cannes,Mountain stage
193512,1935,12,195.0,Cannes,Marseille,Flat stage
193515,1935,15,325.0,Perpignan,Luchon,Mountain stage
193516,1935,16,194.0,Luchon,Pau,Mountain stage
193517,1935,17,224.0,Pau,Bordeaux,Flat stage
193521,1935,21,221.0,Caen,Paris,Flat stage
19341,1934,1,262.0,Paris,Lille,Flat stage
19342,1934,2,192.0,Lille,Charleville,Flat stage
19343,1934,3,161.0,Charleville,Metz,Flat stage
19344,1934,4,220.0,Metz,Belfort,Mountain stage
19345,1934,5,293.0,Belfort,Evian,Flat stage
19346,1934,6,207.0,Evian,Aix-les-Bains,Mountain stage
19347,1934,7,229.0,Aix-les-Bains,Grenoble,Mountain stage
19348,1934,8,102.0,Grenoble,Gap,Mountain stage
19349,1934,9,227.0,Gap,Digne,Mountain stage
193410,1934,10,156.0,Digne,Nice,Flat stage
193411,1934,11,126.0,Nice,Cannes,Mountain stage
193412,1934,12,195.0,Cannes,Marseille,Flat stage
193413,1934,13,172.0,Marseille,Montpellier,Flat stage
193414,1934,14,177.0,Montpellier,Perpignan,Flat stage
193415,1934,15,158.0,Perpignan,Ax-les-Thermes,Flat stage
193416,1934,16,165.0,Ax-les-Thermes,Luchon,Mountain stage
193417,1934,17,91.0,Luchon,Tarbes,Mountain stage
193418,1934,18,172.0,Tarbes,Pau,Mountain stage
193419,1934,19,215.0,Pau,Bordeaux,Flat stage
193420,1934,20,183.0,Bordeaux,La Rochelle,Flat stage
193422,1934,22,275.0,Nantes,Caen,Flat stage
19331,1933,1,262.0,Paris,Lille,Flat stage
19332,1933,2,192.0,Lille,Charleville,Flat stage
19333,1933,3,166.0,Charleville,Metz,Flat stage
19334,1933,4,220.0,Metz,Belfort,Mountain stage
19335,1933,5,293.0,Belfort,Evian,Mountain stage
19336,1933,6,207.0,Evian,Aix-les-Bains,Mountain stage
19337,1933,7,229.0,Aix-les-Bains,Grenoble,Mountain stage
19338,1933,8,102.0,Grenoble,Gap,Mountain stage
19339,1933,9,227.0,Gap,Digne,Mountain stage
193310,1933,10,156.0,Digne,Nice,Flat stage
193311,1933,11,128.0,Nice,Cannes,Mountain stage
193312,1933,12,208.0,Cannes,Marseille,Flat stage
193313,1933,13,168.0,Marseille,Montpellier,Flat stage
193314,1933,14,166.0,Montpellier,Perpignan,Flat stage
193315,1933,15,158.0,Perpignan,Ax-les-Thermes,Mountain stage
193316,1933,16,165.0,Ax-les-Thermes,Luchon,Mountain stage
193317,1933,17,91.0,Luchon,Tarbes,Mountain stage
193318,1933,18,185.0,Tarbes,Pau,Mountain stage
193319,1933,19,233.0,Pau,Bordeaux,Flat stage
193320,1933,20,183.0,Bordeaux,La Rochelle,Flat stage
193321,1933,21,266.0,La Rochelle,Rennes,Flat stage
193322,1933,22,169.0,Rennes,Caen,Flat stage
19321,1932,1,208.0,Paris,Caen,Flat stage
19322,1932,2,300.0,Caen,Nantes,Flat stage
19323,1932,3,387.0,Nantes,Bordeaux,Flat stage
19324,1932,4,206.0,Bordeaux,Pau,Flat stage
19325,1932,5,229.0,Pau,Luchon,Mountain stage
19326,1932,6,322.0,Luchon,Perpignan,Mountain stage
19327,1932,7,168.0,Perpignan,Montpellier,Flat stage
19328,1932,8,206.0,Montpellier,Marseille,Flat stage
19329,1932,9,191.0,Marseille,Cannes,Flat stage
193210,1932,10,132.0,Cannes,Nice,Mountain stage
193211,1932,11,233.0,Nice,Gap,Mountain stage
193212,1932,12,102.0,Gap,Grenoble,Mountain stage
193213,1932,13,230.0,Grenoble,Aix-les-Bains,Mountain stage
