stage_ID,year,stage_number,Distance,Origin,Destination,Type
193214,1932,14,204.0,Aix-les-Bains,Evian,Mountain stage
193215,1932,15,291.0,Evian,Belfort,Mountain stage
193216,1932,16,145.0,Belfort,Strasbourg,Flat stage
193217,1932,17,165.0,Strasbourg,Metz,Flat stage
193218,1932,18,159.0,Metz,Charleville,Flat stage
193219,1932,19,271.0,Charleville,Malo-les-Bains,Flat stage
193220,1932,20,212.0,Malo-les-Bains,Amiens,Flat stage
193221,1932,21,159.0,Amiens,Paris,Flat stage
19311,1931,1,208.0,Paris,Caen,Flat stage
19312,1931,2,212.0,Caen,Dinan,Flat stage
19313,1931,3,206.0,Dinan,Brest,Flat stage
19314,1931,4,211.0,Brest,Vannes,Flat stage
19315,1931,5,202.0,Vannes,Les Sables d'Olonne,Flat stage
19316,1931,6,338.0,Les Sables d'Olonne,Bordeaux,Flat stage
19317,1931,7,180.0,Bordeaux,Bayonne,Flat stage
19318,1931,8,106.0,Bayonne,Pau,Flat stage
19319,1931,9,231.0,Pau,Luchon,Mountain stage
193110,1931,10,322.0,Luchon,Perpignan,Mountain stage
193111,1931,11,164.0,Perpignan,Montpellier,Flat stage
193112,1931,12,207.0,Montpellier,Marseille,Flat stage
193113,1931,13,181.0,Marseille,Cannes,Flat stage
193114,1931,14,132.0,Cannes,Nice,Mountain stage
193115,1931,15,233.0,Nice,Gap,Mountain stage
193116,1931,16,102.0,Gap,Grenoble,Mountain stage
193117,1931,17,230.0,Grenoble,Aix-les-Bains,Mountain stage
193118,1931,18,204.0,Aix-les-Bains,Evian,Mountain stage
193119,1931,19,282.0,Evian,Belfort,Mountain stage
193120,1931,20,209.0,Belfort,Colmar,Mountain stage
193121,1931,21,192.0,Colmar,Metz,Flat stage
193122,1931,22,159.0,Metz,Charleville,Flat stage
19301,1930,1,206.0,Paris,Caen,Flat stage
19302,1930,2,203.0,Caen,Dinan,Flat stage
19303,1930,3,206.0,Dinan,Brest,Flat stage
19304,1930,4,210.0,Brest,Vannes,Flat stage
19305,1930,5,202.0,Vannes,Les Sables d'Olonne,Flat stage
19306,1930,6,285.0,Les Sables d'Olonne,Bordeaux,Flat stage
19307,1930,7,222.0,Bordeaux,Hendaye,Flat stage
19308,1930,8,146.0,Hendaye,Pau,Flat stage
19309,1930,9,231.0,Pau,Luchon,Mountain stage
193010,1930,10,322.0,Luchon,Perpignan,Mountain stage
193011,1930,11,164.0,Perpignan,Montpellier,Flat stage
193012,1930,12,209.0,Montpellier,Marseille,Flat stage
193013,1930,13,181.0,Marseille,Cannes,Flat stage
193014,1930,14,132.0,Cannes,Nice,Mountain stage
193015,1930,15,333.0,Nice,Grenoble,Mountain stage
193016,1930,16,331.0,Grenoble,Evian,Mountain stage
193017,1930,17,282.0,Evian,Belfort,Mountain stage
193018,1930,18,223.0,Belfort,Metz,Flat stage
193019,1930,19,159.0,Metz,Charleville,Flat stage
193020,1930,20,271.0,Charleville,Malo-les-Bains,Flat stage
193021,1930,21,300.0,Malo-les-Bains,Paris,Flat stage
19291,1929,1,206.0,Paris,Caen,Flat stage
19292,1929,2,140.0,Caen,Cherbourg,Flat stage
19293,1929,3,199.0,Cherbourg,Dinan,Flat stage
19294,1929,4,206.0,Dinan,Brest,Flat stage
19295,1929,5,208.0,Brest,Vannes,Flat stage
19296,1929,6,206.0,Vannes,Les Sables d'Olonne,Flat stage
19297,1929,7,285.0,Les Sables d'Olonne,Bordeaux,Flat stage
19298,1929,8,182.0,Bordeaux,Bayonne,Flat stage
19299,1929,9,363.0,Bayonne,Luchon,Mountain stage
192910,1929,10,323.0,Luchon,Perpignan,Mountain stage
192911,1929,11,366.0,Perpignan,Marseille,Flat stage
192912,1929,12,191.0,Marseille,Cannes,Team time trial
192913,1929,13,133.0,Cannes,Nice,Mountain stage
192914,1929,14,333.0,Nice,Grenoble,Mountain stage
192915,1929,15,329.0,Grenoble,Evian,Mountain stage
192916,1929,16,283.0,Evian,Belfort,Mountain stage
192917,1929,17,145.0,Belfort,Strasbourg,Flat stage
192918,1929,18,165.0,Strasbourg,Metz,Flat stage
192919,1929,19,159.0,Metz,Charleville,Team time trial
192920,1929,20,270.0,Charleville,Malo-les-Bains,Team time trial
192921,1929,21,234.0,Malo-les-Bains,Dieppe,Flat stage
192922,1929,22,332.0,Dieppe,Paris,Flat stage
19281,1928,1,207.0,Paris,Caen,Team time trial
19282,1928,2,140.0,Caen,Cherbourg,Team time trial
19283,1928,3,199.0,Cherbourg,Dinan,Team time trial
19284,1928,4,206.0,Dinan,Brest,Team time trial
19285,1928,5,208.0,Brest,Vannes,Team time trial
19286,1928,6,204.0,Vannes,Les Sables d'Olonne,Team time trial
19287,1928,7,285.0,Les Sables d'Olonne,Bordeaux,Team time trial
19288,1928,8,225.0,Bordeaux,Hendaye,Team time trial
19289,1928,9,387.0,Hendaye,Luchon,Mountain stage
192810,1928,10,323.0,Luchon,Perpignan,Mountain stage
192811,1928,11,363.0,Perpignan,Marseille,Flat stage
192812,1928,12,330.0,Marseille,Nice,Mountain stage
192813,1928,13,333.0,Nice,Grenoble,Mountain stage
192814,1928,14,329.0,Grenoble,Evian,Mountain stage
192815,1928,15,213.0,Evian,Pontarlier,Team time trial
192816,1928,16,119.0,Pontarlier,Belfort,Team time trial
192817,1928,17,145.0,Belfort,Strasbourg,Team time trial
192818,1928,18,165.0,Strasbourg,Metz,Team time trial
192819,1928,19,159.0,Metz,Charleville,Team time trial
192820,1928,20,271.0,Charleville,Malo-les-Bains,Team time trial
192821,1928,21,234.0,Malo-les-Bains,Dieppe,Team time trial
192822,1928,22,331.0,Dieppe,Paris,Flat stage
19271,1927,1,180.0,Paris,Dieppe,Team time trial
19272,1927,2,103.0,Dieppe,Le Havre,Team time trial
19273,1927,3,225.0,Le Havre,Caen,Team time trial
19274,1927,4,140.0,Caen,Cherbourg,Team time trial
19275,1927,5,199.0,Cherbourg,Dinan,Team time trial
19276,1927,6,206.0,Dinan,Brest,Team time trial
19277,1927,7,207.0,Brest,Vannes,Team time trial
19278,1927,8,204.0,Vannes,Les Sables d'Olonne,Team time trial
19279,1927,9,285.0,Les Sables d'Olonne,Bordeaux,Team time trial
192710,1927,10,189.0,Bordeaux,Bayonne,Flat stage
192711,1927,11,326.0,Bayonne,Luchon,Mountain stage
192712,1927,12,323.0,Luchon,Perpignan,Mountain stage
192713,1927,13,360.0,Perpignan,Marseille,Flat stage
192714,1927,14,120.0,Marseille,Toulon,Team time trial
192715,1927,15,220.0,Toulon,Nice,Mountain stage
192716,1927,16,275.0,Nice,Briançon,Mountain stage
192717,1927,17,283.0,Briançon,Evian,Mountain stage
192718,1927,18,213.0,Evian,Pontarlier,Team time trial
192719,1927,19,119.0,Pontarlier,Belfort,Team time trial
192720,1927,20,145.0,Belfort,Strasbourg,Team time trial
192721,1927,21,165.0,Strasbourg,Metz,Team time trial
192722,1927,22,159.0,Metz,Charleville,Team time trial
19261,1926,1,373.0,Evian,Mülhausen,Flat stage
19262,1926,2,334.0,Mülhausen,Metz,Flat stage
19263,1926,3,433.0,Metz,Dunkerque,Flat stage
19264,1926,4,361.0,Dunkerque,Le Havre,Flat stage
19265,1926,5,357.0,Le Havre,Cherbourg,Flat stage
19266,1926,6,405.0,Cherbourg,Brest,Flat stage
19267,1926,7,412.0,Brest,Les Sables d'Olonne,Flat stage
19268,1926,8,285.0,Les Sables d'Olonne,Bordeaux,Flat stage
19269,1926,9,189.0,Bordeaux,Bayonne,Flat stage
192610,1926,10,326.0,Bayonne,Luchon,Mountain stage
192611,1926,11,323.0,Luchon,Perpignan,Mountain stage
192612,1926,12,427.0,Perpignan,Toulon,Flat stage
192613,1926,13,280.0,Toulon,Nice,Flat stage
192614,1926,14,275.0,Nice,Briançon,Mountain stage
192615,1926,15,303.0,Briançon,Evian,Mountain stage
192616,1926,16,321.0,Evian,Dijon,Flat stage
192617,1926,17,341.0,Dijon,Paris,Flat stage
19251,1925,1,340.0,Paris,Le Havre,Flat stage
19252,1925,2,371.0,Le Havre,Cherbourg,Flat stage
19253,1925,3,405.0,Cherbourg,Brest,Flat stage
19254,1925,4,208.0,Brest,Vannes,Flat stage
19255,1925,5,204.0,Vannes,Les Sables-d'Olonne,Flat stage
19256,1925,6,293.0,Les Sables-d'Olonne,Bordeaux,Flat stage
19257,1925,7,189.0,Bordeaux,Bayonne,Flat stage
19258,1925,8,326.0,Bayonne,Luchon,Mountain stage
19259,1925,9,323.0,Luchon,Perpignan,Mountain stage
192510,1925,10,215.0,Perpignan,Nîmes,Flat stage
192511,1925,11,215.0,Nîmes,Toulon,Flat stage
192512,1925,12,280.0,Toulon,Nice,Mountain stage
192513,1925,13,275.0,Nice,Briançon,Mountain stage
192514,1925,14,303.0,Briançon,Evian,Mountain stage
192515,1925,15,373.0,Evian,Mulhouse,Mountain stage
192516,1925,16,334.0,Mulhouse,Metz,Flat stage
192517,1925,17,433.0,Metz,Dunkerque,Flat stage
192518,1925,18,343.0,Dunkerque,Paris,Flat stage
19241,1924,1,381.0,Paris,Le Havre,Flat stage
19242,1924,2,371.0,Le Havre,Cherbourg,Flat stage
19243,1924,3,405.0,Cherbourg,Brest,Flat stage
19244,1924,4,412.0,Brest,Les Sables-d'Olonne,Flat stage
19245,1924,5,482.0,Les Sables-d'Olonne,Bayonne,Flat stage
19246,1924,6,326.0,Bayonne,Luchon,Mountain stage
19247,1924,7,323.0,Luchon,Perpignan,Mountain stage
19248,1924,8,427.0,Perpignan,Toulon,Flat stage
19249,1924,9,280.0,Toulon,Nice,Mountain stage
192410,1924,10,275.0,Nice,Briançon,Mountain stage
192411,1924,11,307.0,Briançon,Gex,Mountain stage
192412,1924,12,360.0,Gex,Strasbourg,Mountain stage
192413,1924,13,300.0,Strasbourg,Metz,Flat stage
192414,1924,14,433.0,Metz,Dunkerque,Flat stage
192415,1924,15,343.0,Dunkerque,Paris,Flat stage
19231,1923,1,381.0,Paris,Le Havre,Flat stage
19232,1923,2,371.0,Le Havre,Cherbourg,Flat stage
19233,1923,3,405.0,Cherbourg,Brest,Flat stage
19234,1923,4,412.0,Brest,Les Sables d'Olonne,Flat stage
19235,1923,5,482.0,Les Sables d'Olonne,Bayonne,Flat stage
19236,1923,6,326.0,Bayonne,Luchon,Mountain stage
19237,1923,7,323.0,Luchon,Perpignan,Mountain stage
19238,1923,8,427.0,Perpignan,Toulon,Flat stage
19239,1923,9,281.0,Toulon,Nice,Mountain stage
192310,1923,10,275.0,Nice,Briançon,Mountain stage
192311,1923,11,260.0,Briançon,Geneva,Mountain stage
192312,1923,12,377.0,Geneva,Strasbourg,Flat stage
192313,1923,13,300.0,Strasbourg,Metz,Flat stage
192314,1923,14,433.0,Metz,Dunkerque,Flat stage
192315,1923,15,343.0,Dunkerque,Paris,Flat stage
19221,1922,1,388.0,Paris,Le Havre,Flat stage
19222,1922,2,364.0,Le Havre,Cherbourg,Flat stage
19223,1922,3,405.0,Cherbourg,Brest,Flat stage
19224,1922,4,412.0,Brest,Les Sables d'Olonne,Flat stage
19225,1922,5,482.0,Les Sables d'Olonne,Bayonne,Flat stage
19226,1922,6,326.0,Bayonne,Luchon,Mountain stage
19227,1922,7,323.0,Luchon,Perpignan,Mountain stage
19228,1922,8,411.0,Perpignan,Toulon,Flat stage
19229,1922,9,284.0,Toulon,Nice,Mountain stage
192210,1922,10,274.0,Nice,Briançon,Mountain stage
192211,1922,11,260.0,Briançon,Geneva,Mountain stage
192212,1922,12,371.0,Geneva,Strasbourg,Flat stage
192213,1922,13,300.0,Strasbourg,Metz,Flat stage
192214,1922,14,433.0,Metz,Dunkerque,Flat stage
192215,1922,15,340.0,Dunkerque,Paris,Flat stage
19211,1921,1,388.0,Paris,Le Havre,Flat stage
19212,1921,2,364.0,Le Havre,Cherbourg,Flat stage
19213,1921,3,405.0,Cherbourg,Brest,Flat stage
19214,1921,4,412.0,Brest,Les Sables-d'Olonne,Flat stage
19215,1921,5,482.0,Les Sables-d'Olonne,Bayonne,Flat stage
19216,1921,6,326.0,Bayonne,Luchon,Mountain stage
19217,1921,7,323.0,Luchon,Perpignan,Mountain stage
19218,1921,8,411.0,Perpignan,Toulon,Flat stage
19219,1921,9,272.0,Toulon,Nice,Mountain stage
192110,1921,10,333.0,Nice,Grenoble,Mountain stage
192111,1921,11,325.0,Grenoble,Geneva,Mountain stage
192112,1921,12,371.0,Geneva,Strasbourg,Flat stage
192113,1921,13,300.0,Strasbourg,Metz,Flat stage
192114,1921,14,433.0,Metz,Dunkerque,Flat stage
192115,1921,15,340.0,Dunkerque,Paris,Flat stage
19201,1920,1,388.0,Paris,Le Havre,Flat stage
19202,1920,2,364.0,Le Havre,Cherbourg,Flat stage
19203,1920,3,405.0,Cherbourg,Brest,Flat stage
19204,1920,4,412.0,Brest,Les Sables d'Olonne,Flat stage
19205,1920,5,482.0,Les Sables d'Olonne,Bayonne,Flat stage
19206,1920,6,326.0,Bayonne,Luchon,Mountain stage
19207,1920,7,323.0,Luchon,Perpignan,Mountain stage
19208,1920,8,325.0,Perpignan,Aix-en-Provence,Flat stage
19209,1920,9,356.0,Aix-en-Provence,Nice,Mountain stage
192010,1920,10,333.0,Nice,Grenoble,Mountain stage
192011,1920,11,362.0,Grenoble,Gex,Mountain stage
192012,1920,12,354.0,Gex,Strasbourg,Flat stage
192013,1920,13,300.0,Strasbourg,Metz,Flat stage
192014,1920,14,433.0,Metz,Dunkerque,Flat stage
192015,1920,15,340.0,Dunkerque,Paris,Flat stage
19191,1919,1,388.0,Paris,Le Havre,Flat stage
19192,1919,2,364.0,Le Havre,Cherbourg,Flat stage
19193,1919,3,405.0,Cherbourg,Brest,Flat stage
19194,1919,4,412.0,Brest,Les Sables-d'Olonne,Flat stage
19195,1919,5,482.0,Les Sables-d'Olonne,Bayonne,Flat stage
19196,1919,6,326.0,Bayonne,Luchon,Mountain stage
19197,1919,7,323.0,Luchon,Perpignan,Mountain stage
19198,1919,8,370.0,Perpignan,Marseille,Flat stage
19199,1919,9,338.0,Marseille,Nice,Mountain stage
191910,1919,10,333.0,Nice,Grenoble,Mountain stage
191911,1919,11,325.0,Grenoble,Geneva,Mountain stage
191912,1919,12,371.0,Geneva,Strasbourg,Mountain stage
191913,1919,13,315.0,Strasbourg,Metz,Flat stage
191914,1919,14,468.0,Metz,Dunkerque,Flat stage
191915,1919,15,340.0,Dunkerque,Paris,Flat stage
19141,1914,1,388.0,Paris,Le Havre,Flat stage
19142,1914,2,364.0,Le Havre,Cherbourg,Flat stage
19143,1914,3,405.0,Cherbourg,Brest,Flat stage
19144,1914,4,470.0,Brest,La Rochelle,Flat stage
19145,1914,5,376.0,La Rochelle,Bayonne,Flat stage
19146,1914,6,326.0,Bayonne,Luchon,Mountain stage
19147,1914,7,323.0,Luchon,Perpignan,Mountain stage
19148,1914,8,370.0,Perpignan,Marseille,Flat stage
19149,1914,9,338.0,Marseille,Nice,Mountain stage
191410,1914,10,323.0,Nice,Grenoble,Mountain stage
191411,1914,11,325.0,Grenoble,Geneva,Mountain stage
191412,1914,12,325.0,Geneva,Belfort,Mountain stage
191413,1914,13,325.0,Belfort,Longwy,Mountain stage
191414,1914,14,390.0,Longwy,Dunkerque,Flat stage
191415,1914,15,340.0,Dunkerque,Paris,Flat stage
19131,1913,1,388.0,Paris,Le Havre,Flat stage
19132,1913,2,364.0,Le Havre,Cherbourg,Flat stage
19133,1913,3,405.0,Cherbourg,Brest,Flat stage
19134,1913,4,470.0,Brest,La Rochelle,Flat stage
19135,1913,5,379.0,La Rochelle,Bayonne,Flat stage
19136,1913,6,326.0,Bayonne,Luchon,Mountain stage
19137,1913,7,324.0,Luchon,Perpignan,Mountain stage
19138,1913,8,325.0,Perpignan,Aix-en-Provence,Flat stage
19139,1913,9,356.0,Aix-en-Provence,Nice,Mountain stage
191310,1913,10,333.0,Nice,Grenoble,Mountain stage
191311,1913,11,325.0,Grenoble,Geneva,Mountain stage
191312,1913,12,335.0,Geneva,Belfort,Mountain stage
191313,1913,13,325.0,Belfort,Longwy,Mountain stage
191314,1913,14,393.0,Longwy,Dunkerque,Flat stage
191315,1913,15,340.0,Dunkerque,Paris,Flat stage
19121,1912,1,351.0,Paris,Dunkerque,Flat stage
19122,1912,2,388.0,Dunkerque,Longwy,Flat stage
19123,1912,3,331.0,Longwy,Belfort,Mountain stage
19124,1912,4,344.0,Belfort,Chamonix,Mountain stage
19125,1912,5,366.0,Chamonix,Grenoble,Mountain stage
19126,1912,6,323.0,Grenoble,Nice,Mountain stage
19127,1912,7,334.0,Nice,Marseille,Mountain stage
19128,1912,8,335.0,Marseille,Perpignan,Flat stage
19129,1912,9,289.0,Perpignan,Luchon,Mountain stage
191210,1912,10,326.0,Luchon,Bayonne,Mountain stage
191211,1912,11,379.0,Bayonne,La Rochelle,Flat stage
191212,1912,12,470.0,La Rochelle,Brest,Flat stage
191213,1912,13,405.0,Brest,Cherbourg,Flat stage
191214,1912,14,361.0,Cherbourg,Le Havre,Flat stage
191215,1912,15,317.0,Le Havre,Paris,Flat stage
19111,1911,1,351.0,Paris,Dunkerque,Flat stage
19112,1911,2,388.0,Dunkerque,Longwy,Flat stage
19113,1911,3,331.0,Longwy,Belfort,Mountain stage
19114,1911,4,344.0,Belfort,Chamonix,Mountain stage
19115,1911,5,366.0,Chamonix,Grenoble,Mountain stage
19116,1911,6,348.0,Grenoble,Nice,Mountain stage
19117,1911,7,334.0,Nice,Marseille,Mountain stage
19118,1911,8,335.0,Marseille,Perpignan,Flat stage
19119,1911,9,289.0,Perpignan,Luchon,Mountain stage
191110,1911,10,326.0,Luchon,Bayonne,Mountain stage
191111,1911,11,379.0,Bayonne,La Rochelle,Flat stage
191112,1911,12,470.0,La Rochelle,Brest,Flat stage
191113,1911,13,405.0,Brest,Cherbourg,Flat stage
191114,1911,14,361.0,Cherbourg,Le Havre,Flat stage
191115,1911,15,317.0,Le Havre,Paris,Flat stage
19101,1910,1,269.0,Paris,Roubaix,Flat stage
19102,1910,2,398.0,Roubaix,Metz,Flat stage
19103,1910,3,259.0,Metz,Belfort,Mountain stage
19104,1910,4,309.0,Belfort,Lyon,Mountain stage
19105,1910,5,311.0,Lyon,Grenoble,Mountain stage
19106,1910,6,345.0,Grenoble,Nice,Mountain stage
19107,1910,7,345.0,Nice,Nîmes,Flat stage
19108,1910,8,216.0,Nîmes,Perpignan,Flat stage
19109,1910,9,289.0,Perpignan,Luchon,Mountain stage
191010,1910,10,326.0,Luchon,Bayonne,Mountain stage
191011,1910,11,269.0,Bayonne,Bordeaux,Flat stage
191012,1910,12,391.0,Bordeaux,Nantes,Flat stage
191013,1910,13,321.0,Nantes,Brest,Flat stage
191014,1910,14,424.0,Brest,Caen,Flat stage
191015,1910,15,262.0,Caen,Paris,Flat stage
19091,1909,1,272.0,Paris,Roubaix,Flat stage
19092,1909,2,398.0,Roubaix,Metz,Flat stage
19093,1909,3,259.0,Metz,Belfort,Mountain stage
19094,1909,4,309.0,Belfort,Lyon,Mountain stage
19095,1909,5,311.0,Lyon,Grenoble,Mountain stage
19096,1909,6,346.0,Grenoble,Nice,Mountain stage
19097,1909,7,345.0,Nice,Nîmes,Flat stage
19098,1909,8,303.0,Nîmes,Toulouse,Flat stage
19099,1909,9,299.0,Toulouse,Bayonne,Flat stage
190910,1909,10,269.0,Bayonne,Bordeaux,Flat stage
190911,1909,11,391.0,Bordeaux,Nantes,Flat stage
190912,1909,12,321.0,Nantes,Brest,Flat stage
190913,1909,13,424.0,Brest,Caen,Flat stage
190914,1909,14,250.0,Caen,Paris,Flat stage
19081,1908,1,272.0,Paris,Roubaix,Flat stage
19082,1908,2,398.0,Roubaix,Metz,Flat stage
19083,1908,3,259.0,Metz,Belfort,Mountain stage
19084,1908,4,309.0,Belfort,Lyon,Mountain stage
19085,1908,5,311.0,Lyon,Grenoble,Mountain stage
19086,1908,6,345.0,Grenoble,Nice,Mountain stage
19087,1908,7,354.0,Nice,Nîmes,Flat stage
19088,1908,8,303.0,Nîmes,Toulouse,Flat stage
19089,1908,9,299.0,Toulouse,Bayonne,Flat stage
190810,1908,10,269.0,Bayonne,Bordeaux,Flat stage
190811,1908,11,391.0,Bordeaux,Nantes,Flat stage
190812,1908,12,321.0,Nantes,Brest,Flat stage
190813,1908,13,415.0,Brest,Caen,Flat stage
190814,1908,14,251.0,Caen,Paris,Flat stage
19071,1907,1,272.0,Paris,Roubaix,Flat stage
19072,1907,2,398.0,Roubaix,Metz,Flat stage
19073,1907,3,259.0,Metz,Belfort,Mountain stage
19074,1907,4,309.0,Belfort,Lyon,Mountain stage
19075,1907,5,311.0,Lyon,Grenoble,Mountain stage
19076,1907,6,345.0,Grenoble,Nice,Mountain stage
19077,1907,7,345.0,Nice,Nîmes,Flat stage
19078,1907,8,303.0,Nîmes,Toulouse,Flat stage
19079,1907,9,299.0,Toulouse,Bayonne,Flat stage
190710,1907,10,269.0,Bayonne,Bordeaux,Flat stage
190711,1907,11,391.0,Bordeaux,Nantes,Flat stage
190712,1907,12,321.0,Nantes,Brest,Flat stage
190713,1907,13,415.0,Brest,Caen,Flat stage
190714,1907,14,251.0,Caen,Paris,Flat stage
19061,1906,1,275.0,Paris,Lille,Flat stage
19062,1906,2,400.0,Douai,Nancy,Flat stage
19063,1906,3,416.0,Nancy,Dijon,Mountain stage
19064,1906,4,311.0,Dijon,Grenoble,Flat stage
19065,1906,5,345.0,Grenoble,Nice,Mountain stage
19066,1906,6,292.0,Nice,Marseille,Flat stage
19067,1906,7,480.0,Marseille,Toulouse,Flat stage
19068,1906,8,300.0,Toulouse,Bayonne,Flat stage
19069,1906,9,338.0,Bayonne,Bordeaux,Flat stage
190610,1906,10,391.0,Bordeaux,Nantes,Flat stage
190611,1906,11,321.0,Nantes,Brest,Flat stage
190612,1906,12,415.0,Brest,Caen,Flat stage
190613,1906,13,259.0,Caen,Paris,Flat stage
19051,1905,1,340.0,Paris,Nancy,Flat stage
19052,1905,2,299.0,Nancy,Besançon,Mountain stage
19053,1905,3,327.0,Besançon,Grenoble,Flat stage
19054,1905,4,348.0,Grenoble,Toulon,Mountain stage
19055,1905,5,192.0,Toulon,Nîmes,Flat stage
19056,1905,6,307.0,Nîmes,Toulouse,Flat stage
19057,1905,7,268.0,Toulouse,Bordeaux,Flat stage
19058,1905,8,257.0,Bordeaux,La Rochelle,Flat stage
19059,1905,9,263.0,La Rochelle,Rennes,Flat stage
190510,1905,10,167.0,Rennes,Caen,Flat stage
190511,1905,11,253.0,Caen,Paris,Flat stage
19041,1904,1,467.0,Montgeron,Lyon,Flat stage
19042,1904,2,374.0,Lyon,Marseille,Mountain stage
19043,1904,3,424.0,Marseille,Toulouse,Flat stage
19044,1904,4,268.0,Toulouse,Bordeaux,Flat stage
19045,1904,5,425.0,Bordeaux,Nantes,Flat stage
19046,1904,6,471.0,Nantes,Paris,Flat stage
19031,1903,1,467.0,Paris,Lyon,Flat stage
19032,1903,2,374.0,Lyon,Marseille,Mountain stage
19033,1903,3,423.0,Marseille,Toulouse,Flat stage
19034,1903,4,268.0,Toulouse,Bordeaux,Flat stage
19035,1903,5,425.0,Bordeaux,Nantes,Flat stage
19036,1903,6,471.0,Nantes,Paris,Flat stage
